ZipCode,Latitude,Longitude,ResidenceCity,State,ResidenceCounty,Type
62231,38.620776,-89.402155,CARLYLE,IL,CLINTON,STANDARD
61425,40.852582,-90.985293,CARMAN,IL,HENDERSON,STANDARD
4419,44.808062,-68.940624,CARMEL,ME,PENOBSCOT,STANDARD
93924,36.446043,-121.666999,CARMEL VALLEY,CA,MONTEREY,STANDARD
73726,36.578946,-98.45608,CARMEN,OK,ALFALFA,STANDARD
62821,38.089387,-88.175742,CARMI,IL,WHITE,STANDARD
95608,38.62136,-121.332191,CARMICHAEL,CA,SACRAMENTO,STANDARD
15320,39.918913,-79.98532,CARMICHAELS,PA,GREENE,STANDARD
78932,30.112343,-96.719014,CARMINE,TX,FAYETTE,STANDARD
98014,47.661862,-121.927236,CARNATION,WA,KING,STANDARD
15106,40.44908,-80.103165,CARNEGIE,PA,ALLEGHENY,STANDARD
96140,39.229978,-120.066235,CARNELIAN BAY,CA,PLACER,PO BOX ONLY
30521,34.363122,-83.254745,CARNESVILLE,GA,FRANKLIN,STANDARD
49812,45.601899,-87.519075,CARNEY,MI,MENOMINEE,STANDARD
48723,43.489001,-83.385078,CARO,MI,TUSCOLA,STANDARD
12032,43.15566,-74.494888,CAROGA LAKE,NY,FULTON,STANDARD
60116,41.839679,-88.088716,CAROL STREAM,IL,DU PAGE,UNIQUE
28019,35.316793,-81.831944,CAROLEEN,NC,RUTHERFORD,PO BOX ONLY
979,18.410462,-66.060533,CAROLINA,PR,SAN JUAN,STANDARD
28428,34.035151,-77.895702,CAROLINA BEACH,NC,NEW HANOVER,STANDARD
54928,44.735836,-88.876673,CAROLINE,WI,SHAWANO,STANDARD
49718,45.59626,-84.851386,CARP LAKE,MI,EMMET,STANDARD
50426,43.414935,-93.002846,CARPENTER,IA,MITCHELL,PO BOX ONLY
60110,42.125008,-88.297238,CARPENTERSVILLE,IL,KANE,STANDARD
93013,34.405045,-119.520525,CARPINTERIA,CA,SANTA BARBARA,STANDARD
58725,48.417859,-101.705933,CARPIO,ND,WARD,STANDARD
80612,40.597204,-104.869798,CARR,CO,WELD,STANDARD
32322,29.853775,-84.735838,CARRABELLE,FL,FRANKLIN,STANDARD
27510,35.905477,-79.090077,CARRBORO,NC,ORANGE,STANDARD
41725,37.318236,-83.068963,CARRIE,KY,KNOTT,PO BOX ONLY
73727,36.379072,-97.782595,CARRIER,OK,GARFIELD,STANDARD
62917,37.680285,-88.619902,CARRIER MILLS,IL,SALINE,STANDARD
39426,30.661121,-89.646536,CARRIERE,MS,PEARL RIVER,STANDARD
58421,47.457278,-98.893314,CARRINGTON,ND,FOSTER,STANDARD
78834,28.507128,-99.726018,CARRIZO SPRINGS,TX,DIMMIT,STANDARD
88301,33.641799,-105.875816,CARRIZOZO,NM,LINCOLN,STANDARD
43112,39.80114,-82.706291,CARROLL,OH,FAIRFIELD,STANDARD
98609,46.071482,-122.864838,CARROLLS,WA,COWLITZ,STANDARD
23314,36.956505,-76.542783,CARROLLTON,VA,ISLE OF WIGHT,STANDARD
15722,40.583025,-78.728455,CARROLLTOWN,PA,CAMBRIA,STANDARD
23315,36.73282,-76.830545,CARRSVILLE,VA,ISLE OF WIGHT,STANDARD
23830,37.021522,-77.453348,CARSON,VA,DINWIDDIE,STANDARD
48811,43.279958,-85.05493,CARSON CITY,MI,MONTCALM,STANDARD
48419,43.443662,-82.663858,CARSONVILLE,MI,SANILAC,STANDARD
41128,38.433912,-83.133597,CARTER,KY,CARTER,PO BOX ONLY
51510,41.287335,-95.91689,CARTER LAKE,IA,POTTAWATTAMIE,STANDARD
7008,40.583203,-74.234839,CARTERET,NJ,MIDDLESEX,STANDARD
46114,39.762448,-86.510386,CARTERSBURG,IN,HENDRICKS,STANDARD
23027,37.64794,-78.138859,CARTERSVILLE,VA,CUMBERLAND,STANDARD
62918,37.730777,-88.931157,CARTERVILLE,IL,WILLIAMSON,STANDARD
13619,44.068221,-75.920097,CARTHAGE,NY,JEFFERSON,STANDARD
58838,47.737435,-103.298383,CARTWRIGHT,ND,MCKENZIE,STANDARD
93609,36.528598,-120.049939,CARUTHERS,CA,FRESNO,STANDARD
63830,36.145823,-89.699719,CARUTHERSVILLE,MO,PEMISCOT,STANDARD
2330,41.896238,-70.759689,CARVER,MA,PLYMOUTH,STANDARD
18913,40.376499,-75.04129,CARVERSVILLE,PA,BUCKS,STANDARD
70721,30.232366,-91.104709,CARVILLE,LA,IBERVILLE,STANDARD
27511,35.751243,-78.70732,CARY,NC,WAKE,STANDARD
32427,30.707368,-85.793737,CARYVILLE,FL,WASHINGTON,STANDARD
72025,34.943809,-92.923191,CASA,AR,PERRY,STANDARD
87007,34.962954,-108.056457,CASA BLANCA,NM,CIBOLA,PO BOX ONLY
85222,32.89055,-111.753991,CASA GRANDE,AZ,PINAL,STANDARD
20139,38.654282,-77.702542,CASANOVA,VA,FAUQUIER,PO BOX ONLY
28020,35.519973,-81.627064,CASAR,NC,CLEVELAND,STANDARD
21719,39.695751,-77.495542,CASCADE,MD,WASHINGTON,STANDARD
97014,45.671017,-121.868565,CASCADE LOCKS,OR,HOOD RIVER,STANDARD
97329,44.399487,-122.363606,CASCADIA,OR,LINN,STANDARD
38920,33.929206,-90.188462,CASCILLA,MS,TALLAHATCHIE,STANDARD
4015,43.962115,-70.524465,CASCO,ME,CUMBERLAND,STANDARD
48725,43.84953,-83.232873,CASEVILLE,MI,HURON,STANDARD
50048,41.576333,-94.521205,CASEY,IA,GUTHRIE,STANDARD
62232,38.630199,-90.012477,CASEYVILLE,IL,SAINT CLAIR,STANDARD
72421,35.795933,-90.963448,CASH,AR,CRAIGHEAD,STANDARD
28717,35.101156,-83.093769,CASHIERS,NC,JACKSON,STANDARD
73016,35.818432,-97.699679,CASHION,OK,KINGFISHER,STANDARD
98815,47.6329,-120.348064,CASHMERE,WA,CHELAN,STANDARD
54619,43.851133,-90.699047,CASHTON,WI,MONROE,STANDARD
17310,39.890605,-77.356642,CASHTOWN,PA,ADAMS,PO BOX ONLY
93429,34.845765,-120.534979,CASMALIA,CA,SANTA BARBARA,PO BOX ONLY
49318,43.234658,-85.840115,CASNOVIA,MI,MUSKEGON,STANDARD
75636,33.122567,-94.735972,CASON,TX,MORRIS,PO BOX ONLY
95420,39.367286,-123.8042,CASPAR,CA,MENDOCINO,STANDARD
82601,42.859875,-106.312561,CASPER,WY,NATRONA,STANDARD
49915,46.065734,-88.630972,CASPIAN,MI,IRON,PO BOX ONLY
24927,38.387966,-79.990585,CASS,WV,POCAHONTAS,STANDARD
48726,43.586075,-83.293496,CASS CITY,MI,TUSCOLA,STANDARD
56633,47.327719,-94.476853,CASS LAKE,MN,CASS,STANDARD
14718,42.250021,-79.296028,CASSADAGA,NY,CHAUTAUQUA,STANDARD
15925,40.4128,-78.633698,CASSANDRA,PA,CAMBRIA,PO BOX ONLY
29032,34.35723,-80.54149,CASSATT,SC,KERSHAW,STANDARD
72026,34.509537,-91.299038,CASSCOE,AR,ARKANSAS,STANDARD
96016,40.933652,-121.56766,CASSEL,CA,SHASTA,STANDARD
32707,28.661468,-81.313989,CASSELBERRY,FL,SEMINOLE,STANDARD
58012,47.050272,-97.062647,CASSELTON,ND,CASS,STANDARD
66842,37.995545,-96.661017,CASSODAY,KS,BUTLER,STANDARD
49031,41.904174,-85.999067,CASSOPOLIS,MI,CASS,STANDARD
45312,40.066567,-84.08161,CASSTOWN,OH,MIAMI,STANDARD
13318,42.921786,-75.255163,CASSVILLE,NY,ONEIDA,STANDARD
91310,33.786594,-118.298662,CASTAIC,CA,LOS ANGELES,STANDARD
27816,36.09786,-78.03876,CASTALIA,NC,NASH,STANDARD
37031,36.380555,-86.310674,CASTALIAN SPRINGS,TN,SUMNER,STANDARD
51010,42.080842,-95.903339,CASTANA,IA,MONONA,STANDARD
17726,41.122741,-77.431745,CASTANEA,PA,CLINTON,PO BOX ONLY
631,18.269187,-66.864993,CASTANER,PR,LARES,STANDARD
76831,30.70395,-98.657239,CASTELL,TX,LLANO,STANDARD
96017,41.110338,-122.316052,CASTELLA,CA,SHASTA,STANDARD
14427,42.62674,-78.059147,CASTILE,NY,WYOMING,STANDARD
4420,44.412968,-68.798047,CASTINE,ME,HANCOCK,UNIQUE
74833,35.464506,-96.303082,CASTLE,OK,OKFUSKEE,STANDARD
13744,42.243783,-75.90689,CASTLE CREEK,NY,BROOME,STANDARD
84513,39.196393,-111.052868,CASTLE DALE,UT,EMERY,STANDARD
28429,34.329932,-77.887477,CASTLE HAYNE,NC,NEW HANOVER,STANDARD
12511,41.759905,-73.743714,CASTLE POINT,NY,DUTCHESS,PO BOX ONLY
55010,44.547215,-93.153115,CASTLE ROCK,MN,DAKOTA,PO BOX ONLY
36432,31.370941,-86.998104,CASTLEBERRY,AL,CONECUH,STANDARD
83321,42.402884,-114.784168,CASTLEFORD,ID,TWIN FALLS,STANDARD
5735,43.636856,-73.126638,CASTLETON,VT,RUTLAND,STANDARD
12033,42.589158,-73.565925,CASTLETON ON HUDSON,NY,RENSSELAER,STANDARD
24224,37.043978,-81.855318,CASTLEWOOD,VA,RUSSELL,STANDARD
71016,32.240987,-93.104385,CASTOR,LA,BIENVILLE,STANDARD
13620,43.818705,-75.480342,CASTORLAND,NY,LEWIS,STANDARD
94546,37.731229,-122.066373,CASTRO VALLEY,CA,ALAMEDA,STANDARD
78009,29.364948,-98.909219,CASTROVILLE,TX,MEDINA,STANDARD
78933,29.886715,-96.290838,CAT SPRING,TX,AUSTIN,STANDARD
83810,47.527719,-116.453134,CATALDO,ID,KOOTENAI,STANDARD
85738,31.970131,-111.890713,CATALINA,AZ,PIMA,STANDARD
962,18.437644,-66.140407,CATANO,PR,CATANO,STANDARD
54620,44.087601,-90.842289,CATARACT,WI,MONROE,STANDARD
78836,28.42297,-99.75426,CATARINA,TX,DIMMIT,PO BOX ONLY
18032,40.602633,-75.472276,CATASAUQUA,PA,LEHIGH,STANDARD
31804,32.661625,-84.855447,CATAULA,GA,HARRIS,STANDARD
2534,41.669373,-70.62337,CATAUMET,MA,BARNSTABLE,PO BOX ONLY
24070,37.355418,-80.158462,CATAWBA,VA,ROANOKE,STANDARD
17820,41.020674,-76.436239,CATAWISSA,PA,COLUMBIA,STANDARD
67627,38.927648,-99.216051,CATHARINE,KS,ELLIS,PO BOX ONLY
20143,38.845535,-77.566921,CATHARPIN,VA,PRINCE WILLIAM,STANDARD
58422,47.628946,-99.404936,CATHAY,ND,WELLS,STANDARD
92234,33.647301,-116.277152,CATHEDRAL CITY,CA,RIVERSIDE,STANDARD
36728,32.192472,-87.467873,CATHERINE,AL,WILCOX,STANDARD
95306,37.408643,-120.122715,CATHEYS VALLEY,CA,MARIPOSA,STANDARD
98612,46.214628,-123.334899,CATHLAMET,WA,WAHKIAKUM,STANDARD
20119,38.636964,-77.638287,CATLETT,VA,FAUQUIER,STANDARD
41129,38.349127,-82.649833,CATLETTSBURG,KY,BOYD,STANDARD
61817,40.015467,-87.804585,CATLIN,IL,VERMILION,STANDARD
13033,43.185529,-76.579082,CATO,NY,CAYUGA,STANDARD
21228,39.274156,-76.631074,CATONSVILLE,MD,BALTIMORE,STANDARD
74015,36.212092,-95.72584,CATOOSA,OK,ROGERS,STANDARD
63833,36.62761,-89.74355,CATRON,MO,NEW MADRID,STANDARD
12414,42.258459,-74.021968,CATSKILL,NY,GREENE,STANDARD
14719,42.343336,-78.869752,CATTARAUGUS,NY,CATTARAUGUS,STANDARD
65626,36.578961,-92.051654,CAULFIELD,MO,HOWELL,STANDARD
88113,33.928379,-103.274249,CAUSEY,NM,ROOSEVELT,STANDARD
58220,48.738902,-97.699122,CAVALIER,ND,PEMBINA,STANDARD
42127,37.10279,-85.908887,CAVE CITY,KY,BARREN,STANDARD
85327,33.276539,-112.18717,CAVE CREEK,AZ,MARICOPA,STANDARD
62919,37.500757,-88.238292,CAVE IN ROCK,IL,HARDIN,STANDARD
97523,42.273683,-123.554046,CAVE JUNCTION,OR,JOSEPHINE,STANDARD
30124,34.16159,-85.33281,CAVE SPRING,GA,FLOYD,STANDARD
72718,36.266213,-94.245722,CAVE SPRINGS,AR,BENTON,STANDARD
5142,43.402135,-72.583854,CAVENDISH,VT,WINDSOR,STANDARD
21720,39.647296,-77.584162,CAVETOWN,MD,WASHINGTON,PO BOX ONLY
57324,44.325314,-98.013968,CAVOUR,SD,BEADLE,STANDARD
67430,39.451105,-98.187156,CAWKER CITY,KS,MITCHELL,STANDARD
40815,36.781218,-83.291362,CAWOOD,KY,HARLAN,STANDARD
29033,33.868493,-81.294081,CAYCE,SC,LEXINGTON,STANDARD
736,18.102967,-66.139274,CAYEY,PR,CAYEY,STANDARD
93430,35.473343,-120.908608,CAYUCOS,CA,SAN LUIS OBISPO,STANDARD
13034,42.924315,-76.676419,CAYUGA,NY,CAYUGA,STANDARD
97821,45.683276,-118.45808,CAYUSE,OR,UMATILLA,STANDARD
14824,42.272948,-76.693628,CAYUTA,NY,SCHUYLER,STANDARD
95421,38.562107,-123.189714,CAZADERO,CA,SONOMA,STANDARD
13035,42.939422,-75.775568,CAZENOVIA,NY,MADISON,STANDARD
87518,36.465416,-106.578513,CEBOLLA,NM,RIO ARRIBA,PO BOX ONLY
15321,40.159268,-80.104193,CECIL,PA,WASHINGTON,STANDARD
42724,37.669044,-86.054481,CECILIA,KY,HARDIN,STANDARD
21913,39.410355,-75.863287,CECILTON,MD,CECIL,PO BOX ONLY
49621,44.860517,-85.813768,CEDAR,MI,LEELANAU,STANDARD
24609,37.123379,-81.54705,CEDAR BLUFF,VA,TAZEWELL,STANDARD
68015,41.365495,-96.631576,CEDAR BLUFFS,NE,SAUNDERS,STANDARD
8018,39.80237,-74.938259,CEDAR BROOK,NJ,CAMDEN,PO BOX ONLY
65022,38.599175,-92.178057,CEDAR CITY,MO,CALLAWAY,PO BOX ONLY
68016,41.042487,-96.104359,CEDAR CREEK,NE,CASS,PO BOX ONLY
87008,35.124363,-106.375103,CEDAR CREST,NM,BERNALILLO,STANDARD
27230,35.802758,-79.879711,CEDAR FALLS,NC,RANDOLPH,PO BOX ONLY
92321,34.839964,-115.967051,CEDAR GLEN,CA,SAN BERNARDINO,PO BOX ONLY
7009,40.857049,-74.227109,CEDAR GROVE,NJ,ESSEX,STANDARD
37032,36.521638,-87.008437,CEDAR HILL,TN,ROBERTSON,STANDARD
28520,34.873922,-76.587097,CEDAR ISLAND,NC,CARTERET,STANDARD
32625,29.188034,-82.991541,CEDAR KEY,FL,LEVY,STANDARD
7927,40.820799,-74.456198,CEDAR KNOLLS,NJ,MORRIS,STANDARD
46303,41.311861,-87.41665,CEDAR LAKE,IN,LAKE,STANDARD
77415,28.815437,-95.846061,CEDAR LANE,TX,MATAGORDA,PO BOX ONLY
28718,35.15081,-82.637352,CEDAR MOUNTAIN,NC,TRANSYLVANIA,STANDARD
78613,30.494032,-97.628724,CEDAR PARK,TX,WILLIAMSON,STANDARD
61316,41.261714,-89.123735,CEDAR POINT,IL,LA SALLE,PO BOX ONLY
52401,41.976612,-91.657578,CEDAR RAPIDS,IA,LINN,STANDARD
95924,39.26599,-120.64145,CEDAR RIDGE,CA,NEVADA,PO BOX ONLY
49813,45.443789,-87.401604,CEDAR RIVER,MI,MENOMINEE,STANDARD
17727,41.33275,-77.023601,CEDAR RUN,PA,LYCOMING,STANDARD
31732,31.29563,-84.871091,CEDAR SPRINGS,GA,EARLY,PO BOX ONLY
67024,37.130234,-96.444127,CEDAR VALE,KS,CHAUTAUQUA,STANDARD
84013,40.183311,-111.919871,CEDAR VALLEY,UT,UTAH,STANDARD
39741,33.659271,-88.753976,CEDARBLUFF,MS,CLAY,STANDARD
53012,43.321475,-88.004033,CEDARBURG,WI,OZAUKEE,STANDARD
65627,36.560345,-93.014906,CEDARCREEK,MO,TANEY,STANDARD
81413,38.881646,-107.795704,CEDAREDGE,CO,DELTA,STANDARD
11516,40.626453,-73.725825,CEDARHURST,NY,NASSAU,STANDARD
92322,34.839964,-115.967051,CEDARPINES PARK,CA,SAN BERNARDINO,PO BOX ONLY
19423,40.21735,-75.364973,CEDARS,PA,MONTGOMERY,PO BOX ONLY
30125,33.998841,-85.239429,CEDARTOWN,GA,POLK,STANDARD
87009,34.650925,-105.880597,CEDARVALE,NM,TORRANCE,STANDARD
8311,39.330611,-75.117761,CEDARVILLE,NJ,CUMBERLAND,STANDARD
79223,34.074854,-100.258156,CEE VEE,TX,COTTLE,PO BOX ONLY
735,18.264872,-65.594769,CEIBA,PR,CEIBA,STANDARD
75423,33.23896,-96.175726,CELESTE,TX,HUNT,STANDARD
47521,38.406745,-86.742618,CELESTINE,IN,DUBOIS,STANDARD
38551,36.547777,-85.512924,CELINA,TN,CLAY,STANDARD
14720,42.105907,-79.27912,CELORON,NY,CHAUTAUQUA,PO BOX ONLY
73017,34.924452,-98.163436,CEMENT,OK,CADDO,STANDARD
49233,42.048091,-84.315009,CEMENT CITY,MI,LENAWEE,STANDARD
29519,34.026958,-79.353715,CENTENARY,SC,MARION,PO BOX ONLY
82055,41.311739,-105.847938,CENTENNIAL,WY,ALBANY,PO BOX ONLY
42214,37.11767,-85.703791,CENTER,KY,METCALFE,STANDARD
3225,43.386652,-71.292981,CENTER BARNSTEAD,NH,BELKNAP,STANDARD
55012,45.448211,-92.789369,CENTER CITY,MN,CHISAGO,STANDARD
3813,43.797391,-71.145357,CENTER CONWAY,NH,CARROLL,STANDARD
22437,37.818619,-76.786335,CENTER CROSS,VA,ESSEX,STANDARD
3226,43.69387,-71.466212,CENTER HARBOR,NH,BELKNAP,STANDARD
33514,28.668113,-82.02883,CENTER HILL,FL,SUMTER,STANDARD
52212,42.120097,-91.029004,CENTER JUNCTION,IA,JONES,STANDARD
48015,42.480186,-83.027221,CENTER LINE,MI,MACOMB,STANDARD
4016,44.180965,-70.891727,CENTER LOVELL,ME,OXFORD,PO BOX ONLY
11934,40.922326,-72.637078,CENTER MORICHES,NY,SUFFOLK,STANDARD
3814,43.762429,-71.122689,CENTER OSSIPEE,NH,CARROLL,STANDARD
26339,39.270846,-80.719742,CENTER POINT,WV,DODDRIDGE,STANDARD
72027,35.311464,-92.572763,CENTER RIDGE,AR,CONWAY,STANDARD
5736,43.594106,-73.008253,CENTER RUTLAND,VT,RUTLAND,STANDARD
3227,43.694809,-71.323953,CENTER SANDWICH,NH,CARROLL,STANDARD
3815,43.253739,-71.109825,CENTER STRAFFORD,NH,STRAFFORD,STANDARD
3816,43.660752,-71.274458,CENTER TUFTONBORO,NH,CARROLL,STANDARD
18034,40.543998,-75.41242,CENTER VALLEY,PA,LEHIGH,STANDARD
6409,41.349098,-72.41338,CENTERBROOK,CT,MIDDLESEX,STANDARD
43011,40.313394,-82.665177,CENTERBURG,OH,KNOX,STANDARD
11720,40.922326,-72.637078,CENTEREACH,NY,SUFFOLK,STANDARD
84622,39.109892,-111.823067,CENTERFIELD,UT,SANPETE,PO BOX ONLY
47840,39.408241,-87.053309,CENTERPOINT,IN,CLAY,STANDARD
11721,40.893197,-73.370462,CENTERPORT,NY,SUFFOLK,STANDARD
72719,36.328519,-94.366608,CENTERTON,AR,BENTON,STANDARD
42328,37.394873,-87.026469,CENTERTOWN,KY,OHIO,STANDARD
64019,38.77934,-93.928302,CENTERVIEW,MO,JOHNSON,STANDARD
2632,41.796311,-70.175129,CENTERVILLE,MA,BARNSTABLE,STANDARD
74534,34.592949,-96.303069,CENTRAHOMA,OK,COAL,STANDARD
29630,34.744649,-82.797267,CENTRAL,SC,PICKENS,STANDARD
12035,42.721081,-74.382064,CENTRAL BRIDGE,NY,SCHOHARIE,STANDARD
15926,40.074818,-78.83817,CENTRAL CITY,PA,SOMERSET,STANDARD
2863,41.889849,-71.394186,CENTRAL FALLS,RI,PROVIDENCE,STANDARD
11722,40.78193,-73.196148,CENTRAL ISLIP,NY,SUFFOLK,STANDARD
49622,45.075986,-85.25591,CENTRAL LAKE,MI,ANTRIM,STANDARD
97502,42.416384,-122.917383,CENTRAL POINT,OR,JACKSON,STANDARD
13036,43.330332,-76.17085,CENTRAL SQUARE,NY,OSWEGO,STANDARD
10917,41.329224,-74.121764,CENTRAL VALLEY,NY,ORANGE,STANDARD
6332,41.725694,-71.909019,CENTRAL VILLAGE,CT,WINDHAM,PO BOX ONLY
17927,40.804881,-76.341156,CENTRALIA,PA,COLUMBIA,STANDARD
35960,34.110859,-85.590218,CENTRE,AL,CHEROKEE,STANDARD
16828,40.807973,-77.703942,CENTRE HALL,PA,CENTRE,STANDARD
20120,38.84479,-77.46701,CENTREVILLE,VA,FAIRFAX,STANDARD
54824,45.420898,-92.544088,CENTURIA,WI,POLK,STANDARD
32535,30.955907,-87.364552,CENTURY,FL,ESCAMBIA,STANDARD
25507,38.384557,-82.557785,CEREDO,WV,WAYNE,PO BOX ONLY
14721,42.013691,-78.264775,CERES,NY,ALLEGANY,STANDARD
49033,42.235692,-85.090633,CERESCO,MI,CALHOUN,STANDARD
87010,35.264653,-106.083792,CERRILLOS,NM,SANTA FE,STANDARD
90703,33.866914,-118.068648,CERRITOS,CA,LOS ANGELES,STANDARD
87519,36.504515,-105.62924,CERRO,NM,TAOS,PO BOX ONLY
28430,34.301907,-78.725768,CERRO GORDO,NC,COLUMBUS,STANDARD
42215,36.953435,-87.718377,CERULEAN,KY,TRIGG,STANDARD
56121,43.584995,-94.606517,CEYLON,MN,MARTIN,STANDARD
87713,36.008302,-105.023886,CHACON,NM,MORA,STANDARD
28431,34.316747,-78.891483,CHADBOURN,NC,COLUMBUS,STANDARD
19317,39.865567,-75.557698,CHADDS FORD,PA,DELAWARE,STANDARD
69337,42.774479,-103.138479,CHADRON,NE,DAWES,STANDARD
61014,41.994827,-89.877636,CHADWICK,IL,CARROLL,STANDARD
13319,43.028469,-75.264008,CHADWICKS,NY,ONEIDA,STANDARD
14030,42.560669,-78.522178,CHAFFEE,NY,ERIE,STANDARD
44022,41.449353,-81.431436,CHAGRIN FALLS,OH,CUYAHOGA,STANDARD
18914,40.288277,-75.201848,CHALFONT,PA,BUCKS,STANDARD
79224,34.074854,-100.258156,CHALK,TX,COTTLE,STANDARD
15421,39.845088,-79.599126,CHALK HILL,PA,FAYETTE,PO BOX ONLY
99788,65.226375,-151.025085,CHALKYITSIK,AK,YUKON KOYUKUK,PO BOX ONLY
95925,39.467095,-121.204452,CHALLENGE,CA,YUBA,STANDARD
83226,44.50599,-114.222666,CHALLIS,ID,CUSTER,STANDARD
47929,40.754782,-86.934599,CHALMERS,IN,WHITE,STANDARD
70043,29.947746,-89.954906,CHALMETTE,LA,SAINT BERNARD,STANDARD
81126,37.326735,-105.450502,CHAMA,CO,COSTILLA,PO BOX ONLY
88027,32.017438,-106.66731,CHAMBERINO,NM,DONA ANA,PO BOX ONLY
4541,43.884294,-69.479184,CHAMBERLAIN,ME,LINCOLN,STANDARD
68725,42.20186,-98.749451,CHAMBERS,NE,HOLT,STANDARD
17201,39.908055,-77.666445,CHAMBERSBURG,PA,FRANKLIN,STANDARD
15723,40.705639,-79.16151,CHAMBERSVILLE,PA,INDIANA,PO BOX ONLY
87521,36.131096,-105.738515,CHAMISAL,NM,TAOS,STANDARD
65024,38.606181,-91.738215,CHAMOIS,MO,OSAGE,STANDARD
61820,40.101777,-88.197166,CHAMPAIGN,IL,CHAMPAIGN,STANDARD
15622,40.190193,-79.30196,CHAMPION,PA,WESTMORELAND,STANDARD
12919,44.726056,-73.578285,CHAMPLAIN,NY,CLINTON,STANDARD
55316,45.176914,-93.397481,CHAMPLIN,MN,HENNEPIN,STANDARD
61015,41.99742,-89.19964,CHANA,IL,OGLE,STANDARD
36316,31.176749,-85.813483,CHANCELLOR,AL,GENEVA,STANDARD
47610,38.054569,-87.267847,CHANDLER,IN,WARRICK,STANDARD
85227,33.212186,-111.686171,CHANDLER HEIGHTS,AZ,MARICOPA,STANDARD
16312,41.935848,-79.309668,CHANDLERS VALLEY,PA,WARREN,PO BOX ONLY
43727,39.865211,-81.799363,CHANDLERSVILLE,OH,MUSKINGUM,STANDARD
62627,40.037402,-90.116282,CHANDLERVILLE,IL,CASS,STANDARD
7831,40.739382,-74.944756,CHANGEWATER,NJ,WARREN,PO BOX ONLY
55317,44.853364,-93.572584,CHANHASSEN,MN,CARVER,STANDARD
60410,41.43313,-88.199325,CHANNAHON,IL,WILL,STANDARD
77530,29.83399,-95.434241,CHANNELVIEW,TX,HARRIS,STANDARD
49815,46.17823,-87.934279,CHANNING,MI,DICKINSON,STANDARD
20151,38.88668,-77.44566,CHANTILLY,VA,FAIRFAX,STANDARD
66720,37.609218,-95.416422,CHANUTE,KS,NEOSHO,STANDARD
27514,36.004647,-79.054475,CHAPEL HILL,NC,ORANGE,STANDARD
29036,34.135909,-81.334355,CHAPIN,SC,LEXINGTON,STANDARD
6235,41.80294,-72.126036,CHAPLIN,CT,WINDHAM,STANDARD
36015,31.642713,-86.734317,CHAPMAN,AL,BUTLER,PO BOX ONLY
78347,27.777,-97.463213,CHAPMAN RANCH,TX,NUECES,PO BOX ONLY
37035,36.376837,-87.112668,CHAPMANSBORO,TN,CHEATHAM,STANDARD
25508,37.96087,-82.01076,CHAPMANVILLE,WV,LOGAN,STANDARD
10514,41.078957,-73.775547,CHAPPAQUA,NY,WESTCHESTER,STANDARD
40816,37.009799,-83.349418,CHAPPELL,KY,LESLIE,STANDARD
77426,30.156759,-96.278602,CHAPPELL HILL,TX,WASHINGTON,STANDARD
29037,34.221772,-81.872428,CHAPPELLS,SC,NEWBERRY,STANDARD
20621,38.350987,-76.783288,CHAPTICO,MD,SAINT MARYS,STANDARD
44024,41.572432,-81.157142,CHARDON,OH,GEAUGA,STANDARD
70523,29.867131,-91.539372,CHARENTON,LA,SAINT MARY,PO BOX ONLY
50049,41.046868,-93.309464,CHARITON,IA,LUCAS,STANDARD
1339,42.594252,-72.665507,CHARLEMONT,MA,FRANKLIN,STANDARD
15022,40.135834,-79.932907,CHARLEROI,PA,WASHINGTON,STANDARD
23030,37.354115,-77.073103,CHARLES CITY,VA,CHARLES CITY,STANDARD
25414,39.313538,-77.860278,CHARLES TOWN,WV,JEFFERSON,STANDARD
4422,45.066999,-69.040695,CHARLESTON,ME,PENOBSCOT,STANDARD
29404,32.898194,-80.068564,CHARLESTON AFB,SC,CHARLESTON,STANDARD
2129,42.382588,-71.065287,CHARLESTOWN,MA,SUFFOLK,STANDARD
49720,45.26536,-85.229723,CHARLEVOIX,MI,CHARLEVOIX,STANDARD
59824,47.312398,-114.176098,CHARLO,MT,LAKE,STANDARD
5445,44.31658,-73.226034,CHARLOTTE,VT,CHITTENDEN,STANDARD
23923,37.087895,-78.637846,CHARLOTTE COURT HOUSE,VA,CHARLOTTE,STANDARD
20622,38.484421,-76.754943,CHARLOTTE HALL,MD,SAINT MARYS,STANDARD
22901,38.093604,-78.561139,CHARLOTTESVILLE,VA,ALBEMARLE,STANDARD
12036,42.541025,-74.655395,CHARLOTTEVILLE,NY,SCHOHARIE,STANDARD
1507,42.13277,-71.972627,CHARLTON,MA,WORCESTER,STANDARD
1508,42.109748,-72.079455,CHARLTON CITY,MA,WORCESTER,PO BOX ONLY
1509,42.364807,-71.896868,CHARLTON DEPOT,MA,WORCESTER,PO BOX ONLY
25040,38.041293,-81.064784,CHARLTON HEIGHTS,WV,FAYETTE,PO BOX ONLY
44617,40.507088,-81.782872,CHARM,OH,HOLMES,PO BOX ONLY
25958,37.975595,-80.426874,CHARMCO,WV,GREENBRIER,STANDARD
51439,42.08798,-95.372611,CHARTER OAK,IA,CRAWFORD,STANDARD
2712,41.756214,-71.067062,CHARTLEY,MA,BRISTOL,PO BOX ONLY
21027,39.438964,-76.592139,CHASE,MD,BALTIMORE,PO BOX ONLY
23924,36.771496,-78.425379,CHASE CITY,VA,MECKLENBURG,STANDARD
